13,3,6590
12,3,4590
14,3,6790
7,1,3690
21,2,1259
45,2,1590
46,3,3490
35,2,2690
25,3,2300
22,3,1880
13,3,6590
7,1,3690
17,3,7390
9,2,2990
47,2,1590
51,2,4990
52,2,4990
17,3,7390
15,3,8290
14,3,6790
